Gene	Treatment B label
NOTUM	3.29
NOV	1.69
NOVA1	2.99
NOVA2	-0.74
NOX1	-3.79
NOX3	-0.95
NOX4	-2.27
NOX5	-9.93
NOXA1	0.42
NOXO1	7.45
NOXRED1	-0.47
NPAP1	-2.77
NPAS1	-4.63
NPAS2	6.38
NPAS3	5.63
NPAS4	6.36
NPAT	4.01
NPB	-2.83
NPBWR1	5.73
NPBWR2	5.55
NPC1	1.06
NPC1L1	-3.12
NPC2	9.5
NPDC1	-4.4
NPEPL1	-3.61
NPEPPS	-8.65
NPFF	-3.15
NPFFR1	4.46
NPFFR2	-5.74
NPHP1	8.55
NPHP3	-2.57
NPHP4	1.98
NPHS1	-1.29
NPHS2	-5.68
NPIPA1	-3.4
NPIPA2	6.99
NPIPA3	2.07
NPIPA5	-7.48
NPIPA7	5.78
NPIPA8	-9.47
NPIPB3	2.87
NPIPB5	-7.19
NPIPB6	5.92
NPIPB9	-7.86
NPL	7.8
NPLOC4	2.49
NPM1	9.6
NPM2	-2.19
NPM3	-7.56
NPNT	6.51
NPPA	-4.98
NPPB	-6.37
NPPC	-7.61
NPR1	7.01
NPR2	-7.21
NPR3	6.67
NPRL2	8.39
NPRL3	-4.99
NPS	1.34
NPSR1	6.1
NPTN	-1.01
NPTX1	-9.3
NPTX2	-7.06
NPTXR	-3.95
NPVF	-1
NPW	0.43
NPY	2.32
NPY1R	7.6
NPY2R	6.05
NPY4R	8.36
NPY5R	-8.53
NQO1	9.04
NQO2	-9.16
NR0B1	-5.39
NR0B2	5.98
NR1D1	7.25
NR1D2	-6.03
NR1H2	-1.98
NR1H3	-1.89
NR1H4	-1.9
NR1I2	2.08
NR1I3	-7.88
NR2C1	7.6
NR2C2	4.45
NR2C2AP	-2.12
NR2E1	2.73
NR2E3	4.82
NR2F1	-8.54
NR2F2	-6.6
NR2F6	-6
NR3C1	-3.46
NR3C2	-1.4
NR4A1	-2.62
NR4A2	-8.55
NR4A3	6.19
NR5A1	0.74
NR5A2	9.67
NR6A1	7.61
NRAP	5.84
NRARP	8.43
NRAS	0.98
NRBF2	-7.28
NRBP1	-5.47
NRBP2	1.65
NRCAM	8.6
NRD1	-1.55
NRDE2	-0.95
NREP	7.01
NRF1	-8.19
NRG1	-6.05
NRG2	-2.48
NRG3	5.5
NRG4	-9.66
NRGN	9.71
NRIP1	-1.83
NRIP2	2.24
NRIP3	5.06
NRK	9.77
NRL	-8.93
NRM	2.11
NRN1	-0.6
NRN1L	1.68
NRP1	9.73
NRP2	7.76
NRROS	1.87
NRSN1	9.48
NRSN2	7.35
NRTN	7.37
NRXN1	6.45
NRXN2	3.22
NRXN3	-4.19
NSA2	-1.16
NSD1	-5.06
NSDHL	-7.5
NSF	-3.84
NSFL1C	0.47
NSG1	-9.77
NSL1	2.27
NSMAF	-6.5
NSMCE1	0.06
NSMCE2	-1.14
NSMCE4A	3.67
NSMF	0.81
NSRP1	1.53
NSUN2	2.58
NSUN3	5.37
NSUN4	-1.24
NSUN5	3.6
NSUN6	7.29
NSUN7	4.41
NT5C	9.21
NT5C1A	-6.89
NT5C1B	0.7
NT5C1B-RDH14	4.06
NT5C2	-1.48
NT5C3A	4.28
NT5C3B	-6.43
NT5DC1	8.13
NT5DC2	-9.31
NT5DC3	4.09
NT5E	1.54
NT5M	-9.37
NTAN1	-8.64
NTF3	-1.34
NTF4	-9.13
NTHL1	-3.49
NTM	-9.31
NTMT1	1.07
NTN1	-2.85
NTN3	-7.69
NTN4	-2.02
NTN5	-1.15
NTNG1	2.19
NTNG2	7.06
NTPCR	4.89
NTRK1	1.29
NTRK2	-2.9
NTRK3	-4.11
NTS	-7.88
NTSR1	-4.59
NTSR2	-1.18
NUAK1	7.51
NUAK2	-0.15
NUB1	3.61
NUBP1	-6.5
NUBP2	8.18
NUBPL	-9.9
NUCB1	7.18
NUCB2	2.33
NUCKS1	1.71
NUDC	4.49
NUDCD1	-5.65
NUDCD2	-7.07
NUDCD3	-2.18
NUDT1	-9.08
NUDT10	-5.09
NUDT11	5.55
NUDT12	-8.72
NUDT13	-4.66
NUDT14	0.04
NUDT15	-0.15
NUDT16	5.22
NUDT16L1	5.92
NUDT17	3.14
NUDT18	-4.29
NUDT19	8.95
NUDT2	8.84
NUDT21	4.24
NUDT22	-0.67
NUDT3	8.32
NUDT4	4.64
NUDT5	2.07
NUDT6	-7.03
NUDT7	-1.59
NUDT8	-3.3
NUDT9	7.57
NUF2	-9.99
NUFIP1	1.22
NUFIP2	1.97
NUGGC	5.92
NUMA1	-2.24
NUMB	4.49
NUMBL	7.36
NUP107	-1.62
NUP133	-5.92
NUP153	-4.15
NUP155	-6.86
NUP160	-8.29
NUP188	-0.75
NUP205	4.45
NUP210	-6.71
NUP210L	3.65
NUP214	7.91
NUP35	8.9
NUP37	-7.64
NUP43	6.48
NUP50	0.21
NUP54	4.06
NUP62	9.02
NUP62CL	0.61
NUP85	-6.68
NUP88	0.86
NUP93	0.96
NUP98	-2.82
NUPL1	-7.02
NUPL2	-3.67
NUPR1	-8.38
NUPR1L	-6.62
NUS1	2.96
NUSAP1	6.96
NUTF2	-4.42
NUTM1	5.35
NUTM2A	-3.63
NUTM2B	-2.38
NUTM2D	-0.16
NUTM2F	7.47
NUTM2G	0.76
NVL	-0.82
NWD1	0.26
NXF1	9.51
NXF2	-9.95
NXF2B	2.03
NXF3	-4.84
NXF5	-7.4
NXN	-1.49
NXNL1	-9.97
NXNL2	3.75
NXPE1	-2.79
NXPE2	-0.87
NXPE3	-7.15
NXPE4	-5.47
NXPH1	-1.58
NXPH2	-0.24
NXPH3	8.6
NXPH4	7.5
NXT1	-2.24
NXT2	-0.25
NYAP1	2.35
NYAP2	-1.52
NYNRIN	-7.65
NYX	9.74
OAF	5.1
OARD1	-5.3
OAS1	6.68
OAS2	-5.69
OAS3	-2.38
OASL	-9.31
OAT	-6.65
OAZ1	-9.96
OAZ2	-5.42
OAZ3	-5.92
OBFC1	-7.53
OBP2A	-5.53
OBP2B	-0.28
OBSCN	9
OBSL1	8.48
OC90	2.73
OCA2	-3.94
OCEL1	-3.64
OCIAD1	2.86
OCIAD2	4.11
OCLN	8.94
OCM	9.58
OCM2	-2.96
OCRL	-0.24
OCSTAMP	3.32
ODAM	0.58
ODC1	7.07
ODF1	-0.82
ODF2	6.57
ODF2L	7.44
ODF3	7.4
ODF3B	6.19
ODF3L1	-6.33
ODF3L2	7.64
ODF4	3.76
OFD1	9.76
OGDH	-5.81
OGDHL	9.01
OGFOD1	3.56
OGFOD2	3.82
OGFOD3	5.09
OGFR	1.37
OGFRL1	-9.75
OGG1	-2.89
OGN	-2.68
OGT	2.92
OIP5	4.73
OIT3	-5.68
OLA1	-3.82
OLAH	8.59
OLFM1	-6.47
OLFM2	0.82
OLFM3	1.4
OLFM4	-4.09
OLFML1	7.14
OLFML2A	3.33
OLFML2B	-0.5
OLFML3	-9.88
OLIG1	2.76
OLIG2	-9.08
OLIG3	2.18
OLR1	2.88
OMA1	-3.14
OMD	9.49
OMG	-4.34
OMP	6.36
ONECUT1	-4.4
ONECUT2	-1.19
ONECUT3	-9.23
OOEP	3.84
OPA1	-9.67
OPA3	8.63
OPALIN	-8.17
OPCML	6.78
OPHN1	-3.96
OPLAH	-1.96
OPN1LW	6.79
OPN1MW	3.14
OPN1MW2	-7.67
OPN1SW	9.87
OPN3	-1.42
OPN4	0.78
OPN5	-7.72
OPRD1	-4.76
OPRK1	5.68
OPRL1	-0.42
OPRM1	5.86
OPTC	-9.77
OPTN	8.76
ORAI1	1.89
ORAI2	-1.26
ORAI3	1.36
ORAOV1	-5.06
ORC1	-4.86
ORC2	2.06
ORC3	-2.99
ORC4	-7.03
ORC5	-5.98
ORC6	-2.93
ORM1	-4.5
ORM2	-9.58
ORMDL1	5.64
ORMDL2	2.27
ORMDL3	9.38
OS9	-3.36
OSBP	4.52
OSBP2	-9.5
OSBPL10	-2.12
OSBPL11	2.82
OSBPL1A	1.49
OSBPL2	7.71
OSBPL3	9.13
OSBPL5	-9.91
OSBPL6	-4.41
OSBPL7	-2.08
OSBPL8	1.35
OSBPL9	-2.8
OSCAR	-8.06
OSCP1	-9.86
OSER1	-3.78
OSGEP	4.95
OSGEPL1	0.82
OSGIN1	-3.74
OSGIN2	-4.91
OSM	9.15
OSMR	-8.77
OSR1	-1.7
OSR2	-3
OST4	-9.66
OSTC	-6.34
OSTF1	-5.48
OSTM1	-2.17
OSTN	-1.88
OTC	6.47
OTOA	-2.08
OTOF	-2.3
OTOG	-2.34
OTOGL	6.68
OTOL1	2.23
OTOP1	-5.13
OTOP2	-5.17
OTOP3	-1.09
OTOR	9.62
OTOS	-5.74
OTP	2
OTUB1	0.6
OTUB2	0.69
OTUD1	-0.09
OTUD3	-1.62
OTUD4	-9.76
OTUD5	5.49
OTUD6A	7.31
OTUD6B	3.36
OTUD7A	-0.66
OTUD7B	-5.67
OTX1	1.62
OTX2	7.07
OVCA2	-6.74
OVCH1	3.43
OVCH2	-0.02
OVGP1	-8.35
OVOL1	2.87
OVOL2	8.24
OVOL3	-9.85
OXA1L	7.92
OXCT1	0.34
OXCT2	5
OXER1	-1.97
OXGR1	-7.41
OXLD1	3.67
OXNAD1	6.71
OXR1	4.42
OXSM	8.29
OXSR1	-1.22
OXT	-7.08
OXTR	4.08
P2RX1	9.66
P2RX2	6.24
P2RX3	-0.16
P2RX4	-3.33
P2RX5	-4.32
P2RX6	-8.93
P2RX7	3.42
P2RY1	-8.1
P2RY10	-6.77
P2RY11	8.32
P2RY12	-3.06
P2RY13	5.91
P2RY14	-7.16
P2RY2	-4.72
P2RY4	2.24
P2RY6	4.91
P2RY8	-9.72
P4HA1	-5.26
P4HA2	2.16
P4HA3	-0.3
P4HB	6.62
P4HTM	-5.56
PA2G4	6.19
PAAF1	-5.12
PABPC1	6.89
PABPC1L	-5.19
PABPC1L2A	4.64
PABPC1L2B	-3.21
PABPC3	2.17
PABPC4	7.45
PABPC4L	-4.03
PABPC5	-8.82
PABPN1	5.48
PABPN1L	-2.87
PACRG	-0.4
PACRGL	-2.64
PACS1	3.24
PACS2	-2.48
PACSIN1	1.86
PACSIN2	1.56
PACSIN3	1.45
PADI1	6.82
PADI2	9.31
PADI3	-6.48
PADI4	-6.02
PADI6	-6.17
PAEP	0.71
PAF1	-4.31
PAFAH1B1	8.87
PAFAH1B2	-6.18
PAFAH1B3	6.59
PAFAH2	-2.4
PAG1	0.13
PAGE1	-3.4
PAGE2	1.26
PAGE2B	-6.46
PAGE4	-1.4
PAGE5	3.42
PAGR1	-5.56
PAH	0.55
PAICS	-8.96
PAIP1	6.57
PAIP2	-9.21
PAIP2B	9.61
PAK1	8.75
PAK1IP1	7.66
PAK2	-9.01
PAK3	6.76
PAK4	-8.66
PAK6	1.87
PAK7	-1.69
PALB2	-5.38
PALD1	-8.79
PALLD	8.42
PALM	6.05
PALM2	-8.33
PALM2-AKAP2	-6.41
PALM3	-1.29
PALMD	7.93
PAM	-5.43
PAM16	-2.57
PAMR1	9.06
PAN2	-1.58
PAN3	7.99
PANK1	7.43
PANK2	-4.82
PANK3	9.33
PANK4	0.06
PANX1	-3.21
PANX2	1.48
PANX3	8.05
PAOX	0.69
PAPD4	6.43
PAPD5	3.57
PAPD7	7.8
PAPL	7.71
PAPLN	-8.88
PAPOLA	-1.65
PAPOLB	-5.25
PAPOLG	-6.89
PAPPA	2.07
PAPPA2	7.64
PAPSS1	-4.29
PAPSS2	-1.72
PAQR3	-6.29
PAQR4	9.89
PAQR5	9.86
PAQR6	-9.98
PAQR7	-2.28
PAQR8	-8.3
PAQR9	-6.44
PARD3	-6.8
PARD3B	0.44
PARD6A	-2.15
PARD6B	3.55
PARD6G	0.32
PARG	5.81
PARK2	-6.29
PARK7	-2.57
PARL	4.23
PARM1	6.84
PARN	-7.7
PARP1	-8.3
PARP10	2.37
PARP11	3.29
PARP12	-3.25
PARP14	7.6
PARP15	6.25
PARP16	-3.5
PARP2	5.63
PARP3	5.03
PARP4	-6.52
PARP6	-2.15
PARP8	4.05
PARP9	-8.08
PARPBP	-6.19
PARS2	3.68
PARVA	2.45
PARVB	-1.04
PARVG	-7.54
PASD1	7.62
PASK	1.94
PATE1	-7.08
PATE2	4.41
PATE3	-4.9
PATE4	-5.66
PATL1	-6.25
PATL2	2.32
PATZ1	-5.99
PAWR	6.63
PAX1	-6.89
PAX2	4.22
PAX3	4.62
PAX4	7.7
PAX5	9.01
PAX6	-7.65
PAX7	-1.64
PAX8	-6.66
PAX9	-0.79
PAXBP1	-2.26
PAXIP1	-2.49
PBDC1	-7.27
PBK	-3.17
PBLD	-1.02
PBOV1	5.63
PBRM1	-2.82
PBX1	9.23
PBX2	-1.72
PBX3	-7.24
PBX4	-4.69
PBXIP1	6.33
PC	2.58
PCBD1	8.06
PCBD2	-1.54
PCBP1	-9.86
PCBP2	4.87
PCBP3	0.58
PCBP4	-5.94
PCCA	-2.71
PCCB	1.55
PCDH1	-2.16
PCDH10	-1.46
PCDH11X	-8.82
PCDH11Y	-8.09
PCDH12	-8.65
PCDH15	1.43
PCDH17	-3.51
PCDH18	6.66
PCDH19	-1.09
PCDH20	-3.69
PCDH7	-2.98
PCDH8	8.92
PCDH9	-2.8
PCDHA1	-5.02
PCDHA10	-1.1
PCDHA11	-4.58
PCDHA12	-4.94
PCDHA13	6.72
PCDHA2	-9.53
PCDHA3	-3.78
PCDHA4	-9.73
PCDHA5	-6.08
PCDHA6	-2.04
PCDHA7	9.37
PCDHA8	3.58
PCDHA9	9.04
PCDHAC1	-7.48
PCDHAC2	-9.43
PCDHB1	-2.48
PCDHB10	-5.03
PCDHB11	-1.2
PCDHB12	4.34
PCDHB13	5.09
PCDHB14	2.23
PCDHB15	-8.44
PCDHB16	-2.67
PCDHB2	-7.47
PCDHB3	9.65
PCDHB4	2.66
PCDHB5	0.23
PCDHB6	9.59
PCDHB7	4.24
PCDHB8	1.44
PCDHB9	7.7
PCDHGA1	5.12
PCDHGA10	6.58
PCDHGA11	0.33
PCDHGA12	1.01
PCDHGA2	-0.71
PCDHGA3	7.14
PCDHGA4	-5.03
PCDHGA5	-3.39
PCDHGA6	8.36
PCDHGA7	1.35
PCDHGA8	1.8
PCDHGA9	4.91
PCDHGB1	-5.89
PCDHGB2	-2.94
PCDHGB3	-1.44
PCDHGB4	-8.47
PCDHGB5	-1.08
PCDHGB6	6.39
PCDHGB7	3.64
PCDHGC3	6.06
PCDHGC4	-1.27
PCDHGC5	9.89
PCDP1	-3.87
PCED1A	-3.09
PCED1B	-9.63
PCF11	-4.64
PCGF1	5.06
PCGF2	1.65
PCGF3	-8.74
PCGF5	-2.64
PCGF6	1.95
PCID2	-3.53
PCIF1	8.61
PCK1	-1.74
PCK2	7.04
PCLO	6.05
PCM1	0.16
PCMT1	-1.27
PCMTD1	0.25
PCMTD2	-2.98
PCNA	-9.24
PCNP	0.11
PCNT	-8.82
PCNX	1.06
PCNXL2	-2.3
PCNXL3	-9.7
PCNXL4	7.01
PCOLCE	-0.33
PCOLCE2	-2.1
PCP2	-2.15
PCP4	1.34
PCP4L1	-6.02
PCSK1	-6.22
PCSK1N	9.27
PCSK2	-9.62
PCSK4	-7.46
PCSK5	-2.35
PCSK6	5.38
PCSK7	8.64
PCSK9	7.7
PCTP	-2.47
PCYOX1	3.44
PCYOX1L	1.08
PCYT1A	1.16
PCYT1B	5.39
PCYT2	0.51
PDAP1	-2.1
PDC	5.57
PDCD1	0.07
PDCD10	-0.46
PDCD11	3.03
PDCD1LG2	5.88
PDCD2	4.73
PDCD2L	-5.08
PDCD4	-8.58
PDCD5	-3.85
PDCD6	-3.26
PDCD6IP	-4.45
PDCD7	0.43
PDCL	2.02
PDCL2	0.4
PDCL3	-2.19
PDDC1	1.66
PDE10A	2.7
PDE11A	5.89
PDE12	7.97
PDE1A	8.36
PDE1B	5.54
PDE1C	1.63
PDE2A	-5.65
PDE3A	-0.4
PDE3B	-8.56
PDE4A	9.84
PDE4B	-8.03
PDE4C	-9.84
PDE4D	0.03
PDE4DIP	3.95
PDE5A	1.33
PDE6A	0.13
PDE6B	4.64
PDE6C	-6.87
PDE6D	-8.98
PDE6G	1.21
PDE6H	-4.99
PDE7A	1.39
PDE7B	-6.72
PDE8A	-8.11
PDE8B	2.27
PDE9A	-0.59
PDF	-5.86
PDGFA	1.16
PDGFB	-1.85
PDGFC	-2.58
PDGFD	-9.38
PDGFRA	-8.55
PDGFRB	1.34
PDGFRL	-6.91
PDHA1	4.39
PDHA2	-4.19
PDHB	0.52
PDHX	4.53
PDIA2	4.13
PDIA3	1.48
PDIA4	-4.02
PDIA5	-0.21
PDIA6	-8.91
PDIK1L	-8.91
PDILT	-1.34
PDK1	3
PDK2	9.83
PDK3	8.79
PDK4	4.32
PDLIM1	6.88
PDLIM2	3.96
PDLIM3	-2.21
PDLIM4	7.87
PDLIM5	7.24
PDLIM7	-4.03
PDP1	0.84
PDP2	0.41
PDPK1	0.01
PDPN	2.6
PDPR	3.23
PDRG1	-8.64
PDS5A	5.44
PDS5B	-6.19
PDSS1	-2.16
PDSS2	-8.57
PDX1	4.56
PDXDC1	-0.23
PDXK	2.15
PDXP	7.9
PDYN	4.89
PDZD11	3.63
PDZD2	-4.9
PDZD3	-3.78
PDZD4	6.41
PDZD7	4.84
PDZD8	2.42
PDZD9	-1.23
PDZK1	7.1
PDZK1IP1	3.73
PDZRN3	4.68
PDZRN4	-5.72
PEA15	0.05
PEAK1	5.69
PEAR1	9.75
PEBP1	-1.52
PEBP4	-7.19
PECAM1	-0.44
PECR	4.18
PEF1	7.42
PEG10	-4.42
PEG3	1.14
PELI1	-9.25
PELI2	6.69
PELI3	7.34
PELO	-8.75
PELP1	2.23
PEMT	-0.15
PENK	-5.17
PEPD	0.38
PER1	-7.32
PER2	-0.86
PER3	7.11
PERP	-9.98
PES1	5.95
PET100	7.3
PET112	0.7
PET117	1.92
PEX1	-5.27
PEX10	-6.46
PEX11A	-1.44
PEX11B	4.19
PEX11G	4.88
PEX12	2.18
PEX13	-8.04
PEX14	9.21
PEX16	-1.85
PEX19	-9.58
PEX2	-4.71
PEX26	2.84
PEX3	-6.38
PEX5	9.01
PEX5L	-8.77
PEX6	-8.56
PEX7	-2
PF4	1.72
PF4V1	1.4
PFAS	4.02
PFDN1	5.97
PFDN2	8.26
PFDN4	-8.05
PFDN5	-4.23
PFDN6	-2.66
PFKFB1	7.81
PFKFB2	-0.89
PFKFB3	7.88
PFKFB4	5.39
PFKL	-9.18
PFKM	-7.51
PFKP	-5.76
PFN1	-9.97
PFN2	6.75
PFN3	4.04
PFN4	-7.05
PGA3	7.29
PGA4	9.55
PGA5	5.09
PGAM1	4.24
PGAM2	8.99
PGAM4	-6.04
PGAM5	-5.21
PGAP1	-9.17
PGAP2	6
PGAP3	9.12
PGBD1	-3.51
PGBD2	7.56
PGBD3	-6.65
PGBD4	-3.3
PGBD5	9.94
PGC	-7.69
PGD	-0.73
PGF	3.84
PGGT1B	-6.5
PGK1	-9.1
PGK2	3.72
PGLS	5.24
PGLYRP1	2.24
PGLYRP2	-1.76
PGLYRP3	-7.47
PGLYRP4	5.35
PGM1	1.08
PGM2	8.48
PGM2L1	-2.1
PGM3	-0.34
PGM5	-5.98
PGP	1.7
PGPEP1	-1.31
PGPEP1L	7.3
PGR	-3.14
PGRMC1	-7.47
PGRMC2	2.11
PGS1	-2.68
PHACTR1	6.7
PHACTR2	3.67
PHACTR3	-5.88
PHACTR4	-3.11
PHAX	7.47
PHB	0.16
PHB2	5.34
PHC1	-2.1
PHC2	8.32
PHC3	-4.55
PHEX	1.34
PHF1	-1.09
PHF10	2.55
PHF11	-1.69
PHF12	-5.21
PHF13	-0.46
PHF14	-6.73
PHF15	2.69
PHF16	-5.91
PHF17	-2.7
PHF19	2.54
PHF2	6.5
PHF20	-6.58
PHF20L1	6.29
PHF21A	-6.46
PHF21B	0.78
PHF23	-1.23
PHF3	-4.29
PHF5A	6.05
PHF6	5.55
PHF7	-5.01
PHF8	-4.55
PHGDH	4.31
PHGR1	-0.11
PHIP	-1.31
PHKA1	8.54
PHKA2	-0.5
PHKB	-2.49
PHKG1	-5.58
PHKG2	7.15
PHLDA1	-9.84
PHLDA2	-6.96
PHLDA3	-0.5
PHLDB1	7.05
PHLDB2	-2.5
PHLDB3	9.96
PHLPP1	-3.41
PHLPP2	3.86
PHOSPHO1	-8.52
PHOSPHO2	-3.57
PHOX2A	5.21
PHOX2B	4.02
PHPT1	-6.72
PHRF1	-7.19
PHTF1	7.43
PHTF2	6.21
PHYH	-5.37
PHYHD1	-0.67
PHYHIP	-3.24
PHYHIPL	-2.3
PHYKPL	2.6
PI15	9.65
PI16	-6.82
PI3	-1.45
PI4K2A	8.52
PI4K2B	6.74
PI4KA	6.06
PI4KB	-4.41
PIANP	-4.33
PIAS1	-8.59
PIAS2	7.9
PIAS3	-4.54
PIAS4	-4.38
PIBF1	-1.27
PICALM	-8.26
PICK1	4.3
PID1	6.38
PIDD	3.23
PIEZO1	-4.29
PIEZO2	-7.58
PIF1	4.71
PIFO	5.11
PIGA	-7.66
PIGB	7.4
PIGC	-8.52
PIGF	0.46
PIGG	1.3
PIGH	2.12
PIGK	-1.38
PIGL	-9.6
PIGM	-9.96
PIGN	3.73
PIGO	0.2
PIGP	7.23
PIGQ	-1.92
PIGR	8.68
PIGS	-4.32
PIGT	-9.53
PIGU	1.74
PIGV	-0.68
PIGW	-8.51
PIGX	-3.53
PIGY	4.79
PIGZ	2.97
PIH1D1	-4.85
PIH1D2	2.77
PIH1D3	-9.58
PIK3AP1	-6.14
PIK3C2A	5.52
PIK3C2B	-3.17
PIK3C2G	-5.63
PIK3C3	-8.48
PIK3CA	-1.7
PIK3CB	-0.8
PIK3CD	-4.22
PIK3CG	-3.66
PIK3IP1	-8.13
PIK3R1	-4.06
PIK3R2	3.35
PIK3R3	-4.04
PIK3R4	4.71
PIK3R5	8.16
PIK3R6	-3.49
PIKFYVE	0.18
PILRA	-2.77
PILRB	4.21
PIM1	3.24
PIM2	-5.04
PIM3	-6.32
PIN1	1.56
PIN4	5.69
PINK1	8.37
PINLYP	1.01
PINX1	7.46
PIP	-2.52
PIP4K2A	8.54
PIP4K2B	0.1
PIP4K2C	3.03
PIP5K1A	3.5
PIP5K1B	-1.79
PIP5K1C	8.81
PIP5KL1	-4.49
PIPOX	-3.76
PIR	-9.48
PIRT	8.49
PISD	-2.25
PITHD1	-5.2
PITPNA	6.5
PITPNB	-3.44
PITPNC1	-6.89
PITPNM1	9.18
PITPNM2	7.93
PITPNM3	9.26
PITRM1	-9.34
PITX1	9.67
PITX2	-0.29
PITX3	-6.55
PIWIL1	2.09
PIWIL2	5.05
PIWIL3	7.14
PIWIL4	-6.83
PJA1	6.76
PJA2	-4.46
PKD1	7.45
PKD1L1	8.71
PKD1L2	0.33
PKD1L3	5.98
PKD2	2.8
PKD2L1	-3.29
PKD2L2	9.87
PKDCC	3.06
PKDREJ	8.13
PKHD1	3.02
PKHD1L1	2.17
PKIA	6.42
PKIB	7.96
PKIG	5.88
PKLR	4.38
PKM	-1.26
PKMYT1	-1.4
PKN1	-4.66
PKN2	6.09
PKN3	-2.29
PKNOX1	4.05
PKNOX2	-4.42
PKP1	-6.71
PKP2	4.94
PKP3	-0.42
PKP4	4.47
PLA1A	-3.51
PLA2G10	-1.5
PLA2G12A	-9.18
PLA2G12B	4.36
PLA2G15	-1.46
PLA2G16	-3.66
PLA2G1B	7.47
PLA2G2A	2.4
PLA2G2C	5.6
PLA2G2D	-4.88
PLA2G2E	2.35
PLA2G2F	7.32
PLA2G3	0.63
PLA2G4A	9.84
PLA2G4B	7.25
PLA2G4C	-5.45
PLA2G4D	2.47
PLA2G4E	7.61
PLA2G4F	-9.02
PLA2G5	0.88
PLA2G6	5.82
PLA2G7	0.24
PLA2R1	2.24
PLAA	2.26
PLAC1	-1.39
PLAC1L	4.95
PLAC4	8.77
PLAC8	-3.86
PLAC8L1	0.01
PLAC9	-6.83
PLAG1	4.71
PLAGL1	-0.17
PLAGL2	-0.45
PLAT	-7.75
PLAU	6.85
PLAUR	9.04
PLB1	-6.95
PLBD1	-4.34
PLBD2	6.05
PLCB1	3.71
PLCB2	-5.28
PLCB3	-6.08
PLCB4	-7.48
PLCD1	1.01
PLCD3	-0.95
PLCD4	-4.54
PLCE1	-9.42
PLCG1	2.62
PLCG2	5.54
PLCH1	5.94
PLCH2	4.52
PLCL1	-9.19
PLCL2	-5.45
PLCXD1	-7.96
PLCXD2	-9.9
PLCXD3	-3.35
PLCZ1	-9.72
PLD1	-0.24
PLD2	-1.78
PLD3	8.92
PLD4	-4.54
PLD5	-2.52
PLD6	-0.91
PLEC	-6.96
PLEK	8.35
PLEK2	7.99
PLEKHA1	-6.28
PLEKHA2	5.62
PLEKHA3	-4.95
PLEKHA4	1.25
PLEKHA5	-2.24
PLEKHA6	0.82
PLEKHA7	9.85
PLEKHA8	8.48
PLEKHB1	-6.26
PLEKHB2	7.18
PLEKHD1	1.29
PLEKHF1	8.71
PLEKHF2	-6.43
PLEKHG1	-9.96
PLEKHG2	8.94
PLEKHG3	3.14
PLEKHG4	7.04
PLEKHG4B	4.09
PLEKHG5	-9.33
PLEKHG6	-8.93
PLEKHG7	8.87
PLEKHH1	4.95
PLEKHH2	9.53
PLEKHH3	-7.41
PLEKHJ1	-8.66
PLEKHM1	7.19
PLEKHM2	-5.09
PLEKHM3	-2.35
PLEKHN1	-6.65
PLEKHO1	-7.8
PLEKHO2	3.79
PLEKHS1	4.42
PLET1	-6.73
PLG	-3.74
PLGLB1	5.49
PLGLB2	8.79
PLGRKT	-9.49
PLIN1	4.81
PLIN2	-0.91
PLIN3	7.93
PLIN4	-7.09
PLIN5	-6.38
PLK1	6.49
PLK1S1	-1.77
PLK2	-2.9
PLK3	8.38
PLK4	8.84
PLK5	9.9
PLLP	4.54
PLN	-5.42
PLOD1	-1.61
PLOD2	-2.77
PLOD3	9.91
PLP1	-6.58
PLP2	2.52
PLRG1	3.32
PLS1	5.27
PLS3	-1.54
PLSCR1	-1.84
PLSCR2	6.51
PLSCR3	-8.3
PLSCR4	4.8
PLSCR5	8.21
PLTP	-9.32
PLVAP	-8.38
PLXDC1	7.73
PLXDC2	2.1
PLXNA1	2.98
PLXNA2	-1.32
PLXNA3	8.08
PLXNA4	7.97
PLXNB1	9.75
PLXNB2	-7.4
PLXNB3	0.54
PLXNC1	-3.92
PLXND1	-1.69
PM20D1	5.81
PM20D2	3.58
PMAIP1	-3.55
PMCH	1.4
PMEL	2.3
PMEPA1	1.42
PMF1	1.72
PMF1-BGLAP	-2.11
PMFBP1	2.93
PML	4.85
PMM1	6.92
PMM2	9.25
PMP2	3.31
PMP22	3.09
PMPCA	8.11
PMPCB	6.27
PMS1	6.58
PMS2	-7.53
PMVK	-7.74
PNCK	-4.41
PNISR	-0.18
PNKD	-6.32
PNKP	-5.82
PNLDC1	4.24
PNLIP	7.22
PNLIPRP1	4.36
PNLIPRP2	-9.19
PNLIPRP3	-4.64
PNMA1	-3.43
PNMA2	6.03
PNMA3	-8.2
PNMA5	4.66
PNMA6A	-0.88
PNMA6C	8.05
PNMAL1	1.5
PNMAL2	1.68
PNMT	-5.92
PNN	7.2
PNO1	-2.8
PNOC	-3.24
PNP	1.36
PNPLA1	-7.1
PNPLA2	8.46
PNPLA3	6.63
PNPLA4	-2.86
PNPLA5	-3.75
PNPLA6	8.98
PNPLA7	-7.72
PNPLA8	-2.75
PNPO	-4.85
PNPT1	5.1
PNRC1	-9.42
PNRC2	-9.43
POC1A	-9.04
POC1B	-0.48
POC1B-GALNT4	-1.75
POC5	0.51
PODN	-9.31
PODNL1	7.99
PODXL	-0.61
PODXL2	7.33
