Gene	Treatment A label (can include Latex, e.g. (humble $\pi)^{\tau\rho y}$)
NALCN	-9.09
NAMPT	-4.71
NANOG	-8.4
NANOGNB	3.26
NANOS1	9.81
NANOS2	-7.17
NANOS3	9.91
NANP	9.69
NANS	2.35
NAP1L1	5.32
NAP1L2	-4.96
NAP1L3	9.61
NAP1L4	-9.73
NAP1L5	-6.06
NAPA	6.5
NAPB	1.73
NAPEPLD	7.25
NAPG	5.19
NAPRT1	7.46
NAPSA	7.13
NARF	-9.29
NARFL	-8.05
NARG2	4.27
NARR	6.1
NARS	5.76
NARS2	8.66
NASP	9.25
NAT1	-5.57
NAT10	7.9
NAT14	-6.9
NAT16	-0.9
NAT2	2.34
NAT6	8.82
NAT8	3.12
NAT8B	-3.74
NAT8L	-1.15
NAT9	-7.53
NAV1	9.42
NAV2	-5.19
NAV3	2.3
NBAS	2.76
NBEA	9.92
NBEAL1	-7.37
NBEAL2	-0.72
NBL1	5.7
NBN	-9.96
NBPF1	7.41
NBPF10	-3.01
NBPF11	9.74
NBPF12	-6.47
NBPF14	-6.31
NBPF15	8.28
NBPF16	0.33
NBPF24	2.51
NBPF3	2.81
NBPF4	2.98
NBPF6	0.21
NBPF7	8.84
NBPF8	-2.04
NBPF9	1.2
NBR1	6.44
NCALD	-1.35
NCAM1	3.88
NCAM2	4.88
NCAN	-9.51
NCAPD2	4.07
NCAPD3	7.16
NCAPG	-7.13
NCAPG2	4.64
NCAPH	-4.2
NCAPH2	3.97
NCBP1	0.5
NCBP2	0.76
NCCRP1	5.73
NCDN	8.05
NCEH1	-7.8
NCF1	-9.67
NCF2	-3.46
NCF4	-2.55
NCK1	-7.51
NCK2	-4.05
NCKAP1	5.06
NCKAP1L	4.02
NCKAP5	-2.93
NCKAP5L	-4.43
NCKIPSD	-8.77
NCL	7.27
NCLN	-8.19
NCMAP	-1.52
NCOA1	-0.9
NCOA2	7.03
NCOA3	-8.59
NCOA4	-8.35
NCOA5	-9.74
NCOA6	-4.94
NCOA7	7.01
NCOR1	8.87
NCOR2	5.98
NCR1	9.25
NCR2	-1.48
NCR3	-5.19
NCR3LG1	1.17
NCS1	1.39
NCSTN	8.54
NDC1	9.42
NDC80	-9.95
NDE1	-0.27
NDEL1	2.36
NDFIP1	-8.43
NDFIP2	6.49
NDN	-4.88
NDNF	-9.09
NDNL2	3.97
NDOR1	0
NDP	-7.56
NDRG1	5.53
NDRG2	-2.03
NDRG3	-0.28
NDRG4	0.5
NDST1	-8.8
NDST2	-2.9
NDST3	-8.51
NDST4	3.28
NDUFA1	-9.98
NDUFA10	-1.85
NDUFA11	4.64
NDUFA12	-2.53
NDUFA13	-1.4
NDUFA2	4.76
NDUFA3	9.04
NDUFA4	9.33
NDUFA4L2	4.27
NDUFA5	9.49
NDUFA6	-5.73
NDUFA7	-8.88
NDUFA8	-0.99
NDUFA9	2.79
NDUFAB1	1.05
NDUFAF1	-8.03
NDUFAF2	7.32
NDUFAF3	8.11
NDUFAF4	2.61
NDUFAF5	1.46
NDUFAF6	6.56
NDUFAF7	-4.22
NDUFB1	1.02
NDUFB10	-6.8
NDUFB11	7.83
NDUFB2	-4.56
NDUFB3	3.4
NDUFB4	-1.48
NDUFB5	4.35
NDUFB6	-8.85
NDUFB7	3.16
NDUFB8	0.64
NDUFB9	-0.31
NDUFC1	2.6
NDUFC2	-0.05
NDUFC2-KCTD14	-8.92
NDUFS1	5.63
NDUFS2	-6.73
NDUFS3	6.97
NDUFS4	2.86
NDUFS5	-9.14
NDUFS6	-3.9
NDUFS7	3.63
NDUFS8	5.89
NDUFV1	-5.26
NDUFV2	7.38
NDUFV3	6.62
NEB	6.2
NEBL	9.07
NECAB1	9.94
NECAB2	7.77
NECAB3	-6.77
NECAP1	-5.89
NECAP2	7.19
NEDD1	1.45
NEDD4	-7.93
NEDD4L	-5.9
NEDD8	1.64
NEDD9	9.05
NEFH	-8.16
NEFL	5.64
NEFM	-7.53
NEGR1	5.3
NEIL1	-8.09
NEIL2	4.41
NEIL3	7.14
NEK1	-2.75
NEK10	-2.64
NEK11	-8.42
NEK2	-7.05
NEK3	-7.47
NEK4	-8.06
NEK5	7.92
NEK6	-3.85
NEK7	5.9
NEK8	7.77
NEK9	-5.94
NELFA	-7.23
NELFB	4.67
NELFCD	6.92
NELFE	8.49
NELL1	1.72
NELL2	5.04
NEMF	4.13
NENF	8.64
NEO1	-9.48
NES	4.43
NET1	-0.78
NETO1	-1.98
NETO2	4.49
NEU1	8.46
NEU2	4.73
NEU3	-8.98
NEU4	-9
NEURL	3.96
NEURL1B	5.44
NEURL2	-7.41
NEURL3	8.14
NEURL4	0.26
NEUROD1	-0.77
NEUROD2	-9.87
NEUROD4	-8.03
NEUROD6	-6.98
NEUROG1	5.28
NEUROG2	-0.57
NEUROG3	8.39
NEXN	-2.35
NF1	-4.28
NF2	-1.04
NFAM1	5.73
NFASC	9.79
NFAT5	-9.51
NFATC1	-2.91
NFATC2	-1.05
NFATC2IP	3.86
NFATC3	-7.38
NFATC4	-4.77
NFE2	6.72
NFE2L1	-6.92
NFE2L2	4.38
NFE2L3	7.3
NFIA	0.9
NFIB	-7.35
NFIC	2.07
NFIL3	4.24
NFIX	6.56
NFKB1	0.13
NFKB2	2.71
NFKBIA	8.55
NFKBIB	7.42
NFKBID	1.17
NFKBIE	-7.13
NFKBIL1	-6.96
NFKBIZ	-5.13
NFRKB	5.58
NFS1	-8.84
NFU1	8.57
NFX1	7.13
NFXL1	-0.12
NFYA	8.59
NFYB	4.54
NFYC	9.96
NGB	-6.79
NGDN	7.95
NGEF	2.37
NGF	4.69
NGFR	-8.89
NGFRAP1	4.4
NGLY1	-7.15
NGRN	-6.17
NHEJ1	6.78
NHLH1	-7.05
NHLH2	-2.65
NHLRC1	0.75
NHLRC2	-0.45
NHLRC3	-6.05
NHLRC4	4.93
NHP2	5.89
NHP2L1	4.92
NHS	3.81
NHSL1	0.71
NHSL2	-2.44
NICN1	2.43
NID1	1.58
NID2	-1.49
NIF3L1	6.76
NIM1	-5.56
NIN	5.09
NINJ1	5.19
NINJ2	-1.1
NINL	4.88
NIP7	-3.39
NIPA1	5.89
NIPA2	-0.72
NIPAL1	9.03
NIPAL2	4.66
NIPAL3	7.79
NIPAL4	1.11
NIPBL	0.61
NIPSNAP1	-0.59
NIPSNAP3A	-4.2
NIPSNAP3B	-0.54
NISCH	-0.89
NIT1	-4.71
NIT2	9.03
NKAIN1	-5.95
NKAIN2	-8.28
NKAIN3	-3.61
NKAIN4	-9.35
NKAP	-6.81
NKAPL	-8.92
NKD1	3.24
NKD2	-1.93
NKG7	-7.57
NKIRAS1	7.39
NKIRAS2	7.97
NKPD1	-4.16
NKRF	0.09
NKTR	-2.4
NKX1-2	-0.01
NKX2-1	5.31
NKX2-2	-2.24
NKX2-3	2.99
NKX2-4	3.23
NKX2-5	-3.3
NKX2-8	-3.07
NKX3-1	-0.46
NKX3-2	-7.93
NKX6-1	8.28
NKX6-2	-5.39
NKX6-3	8.09
NLE1	6
NLGN1	-5.76
NLGN2	7.5
NLGN3	-4.18
NLGN4X	-0.46
NLGN4Y	-1.84
NLK	9.56
NLN	3.46
NLRC3	2.46
NLRC4	8.35
NLRC5	-0.68
NLRP1	1.78
NLRP10	-1.99
NLRP11	5.2
NLRP12	7.98
NLRP13	7.34
NLRP14	4.8
NLRP2	-7.28
NLRP3	-8.78
NLRP4	3.35
NLRP5	-3.76
NLRP6	7.92
NLRP7	7.65
NLRP8	5.57
NLRP9	5.28
NLRX1	-2.18
NMB	-2.61
NMBR	1.83
NMD3	4.72
NME1	4.23
NME1-NME2	-6.32
NME2	4.72
NME3	1.24
NME4	5.02
NME5	-2.36
NME6	-0.39
NME7	1.51
NME8	-0.36
NME9	-8.45
NMI	-6.18
NMNAT1	-1.78
NMNAT2	9.31
NMNAT3	7.84
NMRAL1	5.15
NMRK1	9.78
NMRK2	-0.37
NMS	9.64
NMT1	-7.28
NMT2	7.39
NMU	8.88
NMUR1	9.68
NMUR2	4.64
NNAT	-7.46
NNMT	6.85
NNT	9.57
NOA1	3.26
NOB1	-2.95
NOBOX	3.53
NOC2L	7.58
NOC3L	0.62
NOC4L	1.4
NOD1	-2.5
NOD2	-0.2
NODAL	-0.27
NOG	6.04
NOL10	9.2
NOL11	3.6
NOL12	-3.98
NOL3	-8.19
NOL4	-4.44
NOL6	3.71
NOL7	-4.11
NOL8	-5.71
NOL9	3
NOLC1	4.01
NOM1	2.3
NOMO1	-1.24
NOMO2	1.35
NOMO3	-3.04
NONO	-2.79
NOP10	6.19
NOP14	-7.83
NOP16	7.25
NOP2	9.86
NOP56	-4.78
NOP58	-0.09
NOP9	-8.64
NOS1	-9.24
NOS1AP	-6.63
NOS2	1.45
NOS3	-2.23
NOSIP	4.95
NOSTRIN	1.04
NOTCH1	1.69
NOTCH2	-9.98
NOTCH2NL	1.4
NOTCH3	-6.41
NOTCH4	-7.41
NOTO	-7.65
NOTUM	4.29
NOV	-1.62
NOVA1	-5.86
NOVA2	7.17
NOX1	-4.01
NOX3	-7.6
NOX4	8.4
NOX5	-7.46
NOXA1	7.72
NOXO1	7.99
NOXRED1	3.83
NPAP1	-0.89
NPAS1	7.51
NPAS2	-0.95
NPAS3	-5.21
NPAS4	4.71
NPAT	3.1
NPB	2.53
NPBWR1	3.68
NPBWR2	-5.65
NPC1	3.06
NPC1L1	-4.29
NPC2	-9.76
NPDC1	-5.25
NPEPL1	7.24
NPEPPS	8.38
NPFF	1.24
NPFFR1	-8.66
NPFFR2	-7.33
NPHP1	-7.9
NPHP3	8.47
NPHP4	0.08
NPHS1	9.47
NPHS2	-7.84
NPIPA1	7.4
NPIPA2	-9.35
NPIPA3	6.42
NPIPA5	7.29
NPIPA7	-2.9
NPIPA8	-3.83
NPIPB3	9.04
NPIPB5	-5.55
NPIPB6	9.39
NPIPB9	2.55
NPL	-0.21
NPLOC4	-1.32
NPM1	-6.22
NPM2	-9.28
NPM3	-8.95
NPNT	-7.65
NPPA	-1.25
NPPB	-1.06
NPPC	6.97
NPR1	-4.65
NPR2	0
NPR3	-9.13
NPRL2	0.33
NPRL3	-2.38
NPS	3.46
NPSR1	-8.18
NPTN	3.29
NPTX1	-5.81
NPTX2	-6.81
NPTXR	-3.61
NPVF	-9.69
NPW	-4.79
NPY	1.57
NPY1R	-4.79
NPY2R	-7.27
NPY4R	-4.41
NPY5R	2.99
NQO1	-6.96
NQO2	-2.62
NR0B1	3.51
NR0B2	0.17
NR1D1	0.14
NR1D2	-4.28
NR1H2	2.59
NR1H3	2.53
NR1H4	5.13
NR1I2	2.83
NR1I3	-4.63
NR2C1	-0.07
NR2C2	-0.79
NR2C2AP	-8.78
NR2E1	2.65
NR2E3	-8.08
NR2F1	-6.74
NR2F2	-5.06
NR2F6	-5.89
NR3C1	-9.93
NR3C2	6
NR4A1	-2.45
NR4A2	-2.01
NR4A3	-1.3
NR5A1	1.65
NR5A2	-7.38
NR6A1	5.57
NRAP	5.19
NRARP	-3.17
NRAS	-7.95
NRBF2	-0.82
NRBP1	-2.36
NRBP2	-5.9
NRCAM	5.18
NRD1	-1.06
NRDE2	2.59
NREP	2.91
NRF1	9.6
NRG1	-7.55
NRG2	2.43
NRG3	-7.42
NRG4	4.92
NRGN	-4.2
NRIP1	4.24
NRIP2	-4.88
NRIP3	-7.02
NRK	1.4
NRL	6.92
NRM	4.35
NRN1	5.91
NRN1L	8.01
NRP1	6.25
NRP2	-7.72
NRROS	9.64
NRSN1	7.2
NRSN2	-1.3
NRTN	7.53
NRXN1	7.08
NRXN2	6.13
NRXN3	6.71
NSA2	2.45
NSD1	-5.61
NSDHL	7.96
NSF	5.06
NSFL1C	7.89
NSG1	7.45
NSL1	-7.35
NSMAF	-6.4
NSMCE1	-0.12
NSMCE2	-6.24
NSMCE4A	9.89
NSMF	1.97
NSRP1	-1.61
NSUN2	6.36
NSUN3	1.85
NSUN4	5.3
NSUN5	-7.61
NSUN6	-4.41
NSUN7	-4.14
NT5C	-5.95
NT5C1A	7.04
NT5C1B	6.07
NT5C1B-RDH14	4.05
NT5C2	9.99
NT5C3A	1.65
NT5C3B	8.98
NT5DC1	4.66
NT5DC2	-4.63
NT5DC3	-7.06
NT5E	6.63
NT5M	7.17
NTAN1	9.77
NTF3	6.09
NTF4	6.08
NTHL1	-1.79
NTM	-0.59
NTMT1	4.99
NTN1	-1.26
NTN3	-7.86
NTN4	-4.25
NTN5	-5.52
NTNG1	5.17
NTNG2	1.81
NTPCR	5.19
NTRK1	8.35
NTRK2	4.95
NTRK3	-5.61
NTS	-5.72
NTSR1	-6.75
NTSR2	-0.48
NUAK1	9.2
NUAK2	9.07
NUB1	-0.68
NUBP1	7.61
NUBP2	4.89
NUBPL	8.17
NUCB1	4.42
NUCB2	9.87
NUCKS1	8.36
NUDC	-4.08
NUDCD1	5.04
NUDCD2	-0.09
NUDCD3	-1.14
NUDT1	7.96
NUDT10	-9.54
NUDT11	2.21
NUDT12	-8.61
NUDT13	3.04
NUDT14	2.02
NUDT15	9.68
NUDT16	-5.66
NUDT16L1	5.56
NUDT17	-8.52
NUDT18	5.89
NUDT19	7.21
NUDT2	3.62
NUDT21	3.97
NUDT22	5.07
NUDT3	-3.79
NUDT4	-7.97
NUDT5	5.59
NUDT6	6.48
NUDT7	-5.06
NUDT8	-7.02
NUDT9	-0.11
NUF2	-8.69
NUFIP1	-4.41
NUFIP2	4.4
NUGGC	-6.11
NUMA1	6.66
NUMB	2.44
NUMBL	7.96
NUP107	-6.13
NUP133	-3.77
NUP153	-5.84
NUP155	8.93
NUP160	-1.43
NUP188	-2.21
NUP205	-5.93
NUP210	2.32
NUP210L	-5.44
NUP214	-9.55
NUP35	5.95
NUP37	3.89
NUP43	-3.2
NUP50	-8.8
NUP54	-4.41
NUP62	8.34
NUP62CL	-5.78
NUP85	2.06
NUP88	7.32
NUP93	1.31
NUP98	-4.02
NUPL1	-8.89
NUPL2	-2.36
NUPR1	8.07
NUPR1L	6.1
NUS1	8.18
NUSAP1	9.68
NUTF2	-1.31
NUTM1	7.91
NUTM2A	-1.97
NUTM2B	-5.21
NUTM2D	6.17
NUTM2F	-0.98
NUTM2G	-7.62
NVL	2.1
NWD1	-2.28
NXF1	5.56
NXF2	6.3
NXF2B	6.03
NXF3	0
NXF5	5.88
NXN	-4.96
NXNL1	5.7
NXNL2	-8.16
NXPE1	0.17
NXPE2	3.95
NXPE3	-6.73
NXPE4	-1.34
NXPH1	5.8
NXPH2	-6.77
NXPH3	-8.48
NXPH4	6.91
NXT1	9.48
NXT2	-0.94
NYAP1	-6.8
NYAP2	-3.95
NYNRIN	-5.3
NYX	-3.35
OAF	7.68
OARD1	9.61
OAS1	5.07
OAS2	-4.43
OAS3	-7.6
OASL	6.58
OAT	-4.68
OAZ1	6.44
OAZ2	-0.38
OAZ3	9.47
OBFC1	6.83
OBP2A	-0.96
OBP2B	3.4
OBSCN	5.24
OBSL1	-8.32
OC90	-5.29
OCA2	4.45
OCEL1	-7.05
OCIAD1	8.86
OCIAD2	-2.37
OCLN	1.74
OCM	7.85
OCM2	1.38
OCRL	-2.07
OCSTAMP	7.95
ODAM	4.63
ODC1	2.87
ODF1	7.1
ODF2	1.08
ODF2L	8.37
ODF3	3.68
ODF3B	3.62
ODF3L1	8.13
ODF3L2	-4.25
ODF4	5.57
OFD1	-6.12
OGDH	-3.35
OGDHL	2.29
OGFOD1	5.11
OGFOD2	-2.49
OGFOD3	-4.69
OGFR	-3.57
OGFRL1	-9.23
OGG1	1.71
OGN	-7.39
OGT	-4
OIP5	7.18
OIT3	1.17
OLA1	-4.92
OLAH	8.36
OLFM1	9.54
OLFM2	6.74
OLFM3	5.98
OLFM4	1.93
OLFML1	7.3
OLFML2A	4.12
OLFML2B	-0.51
OLFML3	-5.28
OLIG1	5.45
OLIG2	1.5
OLIG3	7.75
OLR1	-2.77
OMA1	8.55
OMD	-1.1
OMG	6.52
OMP	8.74
ONECUT1	5.97
ONECUT2	7.12
ONECUT3	-1.65
OOEP	7.47
OPA1	7.86
OPA3	9.9
OPALIN	-0.49
OPCML	4.34
OPHN1	0.14
OPLAH	-5.35
OPN1LW	-4.14
OPN1MW	-8.31
OPN1MW2	-8.53
OPN1SW	2.27
OPN3	-3.46
OPN4	2.16
OPN5	1.24
OPRD1	-9.78
OPRK1	5.25
OPRL1	-2.25
OPRM1	-8.08
OPTC	2.82
OPTN	8.09
ORAI1	-9.66
ORAI2	0.63
ORAI3	-6.26
ORAOV1	9.78
ORC1	-6.06
ORC2	7.64
ORC3	-4.94
ORC4	9.58
ORC5	1.82
ORC6	-9.26
ORM1	4.93
ORM2	0.3
ORMDL1	6.96
ORMDL2	4.57
ORMDL3	-4.71
OS9	-0.88
OSBP	5.81
OSBP2	-4.54
OSBPL10	9.96
OSBPL11	-1.55
OSBPL1A	3.16
OSBPL2	8.66
OSBPL3	5
OSBPL5	8.43
OSBPL6	-5.52
OSBPL7	0.42
OSBPL8	-7.21
OSBPL9	5.13
OSCAR	7.46
OSCP1	-9.99
OSER1	-9.77
OSGEP	1.43
OSGEPL1	-4.66
OSGIN1	5.39
OSGIN2	5.99
OSM	-9.21
OSMR	-7.54
OSR1	3.44
OSR2	-3.21
OST4	-9.47
OSTC	6.79
OSTF1	-9.14
OSTM1	5.46
OSTN	9.19
OTC	1.77
OTOA	-0.26
OTOF	3.41
OTOG	-7.86
OTOGL	4.72
OTOL1	3.69
OTOP1	-6.64
OTOP2	-1
OTOP3	-5.85
OTOR	-5.86
OTOS	4.06
OTP	-7.32
OTUB1	-8.55
OTUB2	-7.23
OTUD1	3.16
OTUD3	-8.11
OTUD4	4.88
OTUD5	8.24
OTUD6A	-6.89
OTUD6B	4.28
OTUD7A	-0.19
OTUD7B	8.25
OTX1	-9.31
OTX2	-5.99
OVCA2	0.93
OVCH1	4.37
OVCH2	9.95
OVGP1	-5.71
OVOL1	8.03
OVOL2	-6.19
OVOL3	-0.98
OXA1L	4.01
OXCT1	-4.3
OXCT2	0.19
OXER1	8.36
OXGR1	9.71
OXLD1	8.31
OXNAD1	2.17
OXR1	-7.11
OXSM	4.17
OXSR1	9.75
OXT	5.61
OXTR	5.33
P2RX1	-3.36
P2RX2	2.37
P2RX3	-9.48
P2RX4	8.5
P2RX5	-6.91
P2RX6	-6.12
P2RX7	-2.93
P2RY1	3.72
P2RY10	-3.58
P2RY11	8.47
P2RY12	-1.42
P2RY13	8.55
P2RY14	3.39
P2RY2	-7.85
P2RY4	-4.65
P2RY6	3.84
P2RY8	-5.37
P4HA1	-4.52
P4HA2	7.28
P4HA3	8.57
P4HB	-0.02
P4HTM	6.18
PA2G4	-3.34
PAAF1	-8.95
PABPC1	2.36
PABPC1L	6.81
PABPC1L2A	-9.11
PABPC1L2B	-7.33
PABPC3	4.33
PABPC4	-5.5
PABPC4L	-7.52
PABPC5	7.94
PABPN1	-9.25
PABPN1L	1.38
PACRG	1.01
PACRGL	8.13
PACS1	1.07
PACS2	9.09
PACSIN1	4.99
PACSIN2	-5.1
PACSIN3	-3.22
PADI1	-6.97
PADI2	-1.13
PADI3	-6.04
PADI4	8.86
PADI6	4.5
PAEP	0.17
PAF1	4.79
PAFAH1B1	-4.41
PAFAH1B2	-2.6
PAFAH1B3	-6.1
PAFAH2	0.63
PAG1	5.6
PAGE1	-1.39
PAGE2	8.49
PAGE2B	9.27
PAGE4	1.64
PAGE5	3.92
PAGR1	-7.91
PAH	4.6
PAICS	7
PAIP1	-0.99
PAIP2	-7.75
PAIP2B	8.87
PAK1	5.73
PAK1IP1	-8.31
PAK2	4.5
PAK3	2.18
PAK4	9.99
PAK6	7.84
PAK7	0.24
PALB2	9.23
PALD1	-5.45
PALLD	4.03
PALM	-3.69
PALM2	-4.49
PALM2-AKAP2	5.93
PALM3	0.38
PALMD	8.23
PAM	4.77
PAM16	1.93
PAMR1	4.8
PAN2	4.53
PAN3	-1.32
PANK1	-7.35
PANK2	1.18
PANK3	-6.11
PANK4	5.93
PANX1	-5.32
PANX2	3.69
PANX3	6.64
PAOX	0.81
PAPD4	2.81
PAPD5	-1.77
PAPD7	0.47
PAPL	1.76
PAPLN	7.07
PAPOLA	-5.67
PAPOLB	8.07
PAPOLG	1.88
PAPPA	3.5
PAPPA2	4.42
PAPSS1	-7.1
PAPSS2	9
PAQR3	-2.88
PAQR4	-9.92
PAQR5	-3.2
PAQR6	-0.04
PAQR7	-7.49
PAQR8	-6.04
PAQR9	-8.89
PARD3	7.25
PARD3B	7.03
PARD6A	-6.98
PARD6B	8.34
PARD6G	-9.86
PARG	7.88
PARK2	-3.68
PARK7	-8.12
PARL	1.64
PARM1	-4.4
PARN	9.39
PARP1	-6.08
PARP10	-9.23
PARP11	8
PARP12	9.82
PARP14	1.67
PARP15	0.44
PARP16	-7.25
PARP2	-3.71
PARP3	0.2
PARP4	4.66
PARP6	-2.96
PARP8	8.39
PARP9	-2.42
PARPBP	5.36
PARS2	2.43
PARVA	5.75
PARVB	-2.69
PARVG	-3.46
PASD1	8.47
PASK	-6.98
PATE1	-3.02
PATE2	8.99
PATE3	7.06
PATE4	-2.05
PATL1	-9.23
PATL2	-6.57
PATZ1	-7.2
PAWR	0.11
PAX1	6.2
PAX2	-1.33
PAX3	-2.87
PAX4	-7.83
PAX5	-0.76
PAX6	4.59
PAX7	-4.4
PAX8	8.54
PAX9	8.46
PAXBP1	5.6
PAXIP1	-5.88
PBDC1	3.55
PBK	-2.63
PBLD	5.92
PBOV1	-1.63
PBRM1	3.14
PBX1	5.02
PBX2	-4.99
PBX3	-7.31
PBX4	5.27
PBXIP1	3.69
PC	4.1
PCBD1	-8.74
PCBD2	9.5
PCBP1	-5.42
PCBP2	5.32
PCBP3	7.12
PCBP4	-5.6
PCCA	-6.05
PCCB	-1.12
PCDH1	6.09
PCDH10	4.1
PCDH11X	-7.14
PCDH11Y	-7.26
PCDH12	8.61
PCDH15	9.28
PCDH17	-1.34
PCDH18	-1
PCDH19	-0.38
PCDH20	-5.77
PCDH7	-0.9
PCDH8	8.44
PCDH9	-6.46
PCDHA1	-5.8
PCDHA10	9.84
PCDHA11	-8.96
PCDHA12	9.74
PCDHA13	-0.47
PCDHA2	-7.88
PCDHA3	6.27
PCDHA4	7.5
PCDHA5	-0.69
PCDHA6	-6.98
PCDHA7	8.35
PCDHA8	-2.03
PCDHA9	5.34
PCDHAC1	6.7
PCDHAC2	-0.99
PCDHB1	9.57
PCDHB10	9.57
PCDHB11	-9.26
PCDHB12	4.33
PCDHB13	-5.09
PCDHB14	-1.37
PCDHB15	-1.74
PCDHB16	5.76
PCDHB2	-2.49
PCDHB3	3.53
PCDHB4	0.25
PCDHB5	9.99
PCDHB6	-1.32
PCDHB7	-9.04
PCDHB8	-8.12
PCDHB9	-9.11
PCDHGA1	6.63
PCDHGA10	-8.21
PCDHGA11	7.92
PCDHGA12	-2.77
PCDHGA2	2.91
PCDHGA3	8.28
PCDHGA4	1.97
PCDHGA5	-2.86
PCDHGA6	4.72
PCDHGA7	-0.81
PCDHGA8	7.13
PCDHGA9	-1.17
PCDHGB1	0.04
PCDHGB2	8.74
PCDHGB3	3.42
PCDHGB4	-5.42
PCDHGB5	-2.72
PCDHGB6	6.81
PCDHGB7	6.14
PCDHGC3	7.54
PCDHGC4	6.04
PCDHGC5	-4.41
PCDP1	3.23
PCED1A	9.74
PCED1B	-9.86
PCF11	-5.63
PCGF1	9.49
PCGF2	-5.5
PCGF3	-1.21
PCGF5	-8.89
PCGF6	3.72
PCID2	-8.25
PCIF1	0.44
PCK1	-1.13
PCK2	-5.16
PCLO	-3.15
PCM1	2.79
PCMT1	-5.27
PCMTD1	-1.19
PCMTD2	0.4
PCNA	-1.11
PCNP	-7.56
PCNT	0.15
PCNX	4.59
PCNXL2	-5.36
PCNXL3	-4.98
PCNXL4	-1.52
PCOLCE	5.79
PCOLCE2	7.81
PCP2	0.33
PCP4	3.19
PCP4L1	-9.62
PCSK1	1.22
PCSK1N	-8.86
PCSK2	9.5
PCSK4	0.35
PCSK5	-1.93
PCSK6	7.59
PCSK7	-5.58
PCSK9	-3.85
PCTP	-3.73
PCYOX1	1.86
PCYOX1L	-7.72
PCYT1A	3.99
PCYT1B	-1.38
PCYT2	-7.87
PDAP1	3.53
PDC	-4.65
PDCD1	0.08
PDCD10	-0.17
PDCD11	-7.69
PDCD1LG2	-0.87
PDCD2	3.84
PDCD2L	6.9
PDCD4	7.65
PDCD5	-9.47
PDCD6	-6.47
PDCD6IP	0.66
PDCD7	-8.58
PDCL	-4.47
PDCL2	9.76
PDCL3	-3.15
PDDC1	8.3
PDE10A	7.12
PDE11A	-4.38
PDE12	-8.87
PDE1A	5.04
PDE1B	-2.6
PDE1C	-4.65
PDE2A	6.2
PDE3A	7.05
PDE3B	5.44
PDE4A	-3.64
PDE4B	-6.7
PDE4C	-1.98
PDE4D	-0.46
PDE4DIP	-4.64
PDE5A	-0.07
PDE6A	8.34
PDE6B	-3.91
PDE6C	9.4
PDE6D	4.58
PDE6G	-5.18
PDE6H	-6.93
PDE7A	-0.27
PDE7B	-4.73
PDE8A	-7.93
PDE8B	-4.15
PDE9A	9.44
PDF	-4.33
PDGFA	7.73
PDGFB	0.85
PDGFC	1.37
PDGFD	3.66
PDGFRA	-9.11
PDGFRB	0.91
PDGFRL	3.17
PDHA1	5.96
PDHA2	-3.72
PDHB	-4.42
PDHX	4.58
PDIA2	-3.67
PDIA3	7.32
PDIA4	-3.71
PDIA5	-1.53
PDIA6	4.67
PDIK1L	4.14
PDILT	1.52
PDK1	-2.79
PDK2	-0.91
PDK3	-5.6
PDK4	-4.3
PDLIM1	0.3
PDLIM2	2.36
PDLIM3	10
PDLIM4	-0.26
PDLIM5	0.55
PDLIM7	0.23
PDP1	2.83
PDP2	4.78
PDPK1	6.68
PDPN	-0.3
PDPR	8.72
PDRG1	-4.35
PDS5A	-6.81
PDS5B	4.35
PDSS1	2.14
PDSS2	-8.46
PDX1	1.08
PDXDC1	1.57
PDXK	-8.27
PDXP	-8.75
PDYN	8.16
PDZD11	-7.88
PDZD2	0.35
PDZD3	8.84
PDZD4	2.68
PDZD7	-7.85
PDZD8	0.54
PDZD9	-2.12
PDZK1	-6.63
PDZK1IP1	-5.56
PDZRN3	-2.39
PDZRN4	3.65
PEA15	8.26
PEAK1	-5.71
PEAR1	-2.63
PEBP1	-3.14
PEBP4	7.44
PECAM1	-5.27
PECR	6.27
PEF1	3.7
PEG10	0.32
PEG3	7.67
PELI1	1.34
PELI2	-5.65
PELI3	-8.5
PELO	-4.04
PELP1	-0.17
PEMT	2.33
PENK	2.92
PEPD	-6.09
PER1	-1.19
PER2	-7.71
PER3	1
PERP	-6.68
PES1	4.72
PET100	4.37
PET112	4.53
PET117	3.03
PEX1	8.46
PEX10	-6.93
PEX11A	4.28
PEX11B	2.58
PEX11G	-7.24
PEX12	7.73
PEX13	-7.17
PEX14	-4.93
PEX16	3.57
PEX19	7.74
PEX2	-1.63
PEX26	8.35
PEX3	4.52
PEX5	1.51
PEX5L	7.05
PEX6	-4.99
PEX7	6.08
PF4	-6.3
PF4V1	-9.98
PFAS	1.66
PFDN1	9.12
PFDN2	8.99
PFDN4	-8.61
PFDN5	-9.97
PFDN6	8.99
PFKFB1	2.75
PFKFB2	7
PFKFB3	6.43
PFKFB4	1.84
PFKL	-8.14
PFKM	4.2
PFKP	2.61
PFN1	-3.88
PFN2	-1.49
PFN3	6.26
PFN4	-4.07
PGA3	-2.66
PGA4	-5.48
PGA5	-5.34
PGAM1	-5.01
PGAM2	6.1
PGAM4	-5.26
PGAM5	5.94
PGAP1	-1
PGAP2	0.97
PGAP3	5.43
PGBD1	-8.42
PGBD2	-1.51
PGBD3	-8.48
